Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
Duox,NA,NA,NA,spag4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dup,NA,NA,NA,SPARC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dup99B,NA,NA,NA,spartin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dUTPase,NA,NA,NA,Spase12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dx,NA,NA,NA,spaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dy,NA,NA,NA,Spec2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyb,NA,NA,NA,spel1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dyl,NA,NA,NA,spi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyrk2,NA,NA,NA,spidey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyrk3,NA,NA,NA,sPLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dysb,NA,NA,NA,Sply,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dysf,NA,NA,NA,spn-D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,NA,NA,NA,Spn100A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(bx),NA,NA,NA,Spn27A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(Pc),NA,NA,NA,Spn31A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e(r),NA,NA,NA,Spn42Da,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)m3-HLH,NA,NA,NA,Spn42Db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)m4-BFM,NA,NA,NA,Spn42Dc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)m5-HLH,NA,NA,NA,Spn42Dd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)m7-HLH,NA,NA,NA,Spn43Aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)m8-HLH,NA,NA,NA,Spn47C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)mbeta-HLH,NA,NA,NA,Spn53F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)mdelta-HLH,NA,NA,NA,Spn55B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E(spl)mgamma-HLH,NA,NA,NA,Spn77Ba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e(y)2b,NA,NA,NA,spo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E23,NA,NA,NA,spoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E2f1,NA,NA,NA,Spp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eaat1,NA,NA,NA,SPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eaat2,NA,NA,NA,Spt-I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eaf6,NA,NA,NA,spz3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eas,NA,NA,NA,spz6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eater,NA,NA,NA,sqh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eb1,NA,NA,NA,squ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebd1,NA,NA,NA,Sr-CIII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebd2,NA,NA,NA,Sras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebi,NA,NA,NA,Src42A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ebp,NA,NA,NA,srl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EbpII,NA,NA,NA,sro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EbpIII,NA,NA,NA,Srp54k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ecd,NA,NA,NA,Ssb-c31a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eco,NA,NA,NA,Ssdp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EcR,NA,NA,NA,Sse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ed,NA,NA,NA,Ssk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edem1,NA,NA,NA,Ssl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edem2,NA,NA,NA,ssp7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edg78E,NA,NA,NA,Ssrp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edg84A,NA,NA,NA,St1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
edl,NA,NA,NA,St4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDTP,NA,NA,NA,stac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eEF1delta,NA,NA,NA,Stam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ef1alpha100E,NA,NA,NA,stan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ef1beta,NA,NA,NA,Start1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ef1gamma,NA,NA,NA,stas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF2,NA,NA,NA,stc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Efhc1.2,NA,NA,NA,stg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Efr,NA,NA,NA,stil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EfSec,NA,NA,NA,stl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egfr,NA,NA,NA,stmA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
egg,NA,NA,NA,stnB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
egl,NA,NA,NA,stops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eglp2,NA,NA,NA,STUB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eglp3,NA,NA,NA,su(r),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eglp4,NA,NA,NA,Su(var)2-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egm,NA,NA,NA,sub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
egr,NA,NA,NA,Sucb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ehbp1,NA,NA,NA,sug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF-1A,NA,NA,NA,sunz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF-2alpha,NA,NA,NA,sut3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF-4a,NA,NA,NA,sut4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF-5A,NA,NA,NA,Suv3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF2B-alpha,NA,NA,NA,swa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF2B-beta,NA,NA,NA,swi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF2B-delta,NA,NA,NA,swif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF2B-gamma,NA,NA,NA,Sws1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF2D,NA,NA,NA,Syb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF4E-4,NA,NA,NA,Syn2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF4E-6,NA,NA,NA,Syngr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF5,NA,NA,NA,Syt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eIF5B,NA,NA,NA,Syt14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eip55E,NA,NA,NA,Sytalpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eip63E,NA,NA,NA,Syx6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eip63F-1,NA,NA,NA,T48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elav,NA,NA,NA,Tace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elB,NA,NA,NA,tai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elba2,NA,NA,NA,Taldo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elba3,NA,NA,NA,tam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elk,NA,NA,NA,Tango10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elm,NA,NA,NA,Tango14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EloC,NA,NA,NA,Tango4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elp2,NA,NA,NA,tara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elp3,NA,NA,NA,Task7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ema,NA,NA,NA,Tbc1d15-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emb,NA,NA,NA,TBC1D16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emc,NA,NA,NA,TBC1D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMC1,NA,NA,NA,Tbp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMC3,NA,NA,NA,TBPH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMC8-9,NA,NA,NA,tbrd-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emp,NA,NA,NA,Teh3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
en,NA,NA,NA,tej,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ena,NA,NA,NA,Tektin-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enc,NA,NA,NA,Tektin-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EndoA,NA,NA,NA,temp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EndoB,NA,NA,NA,Tengl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EndoGI,NA,NA,NA,Tengl2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eno,NA,NA,NA,Tengl3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enok,NA,NA,NA,term,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ens,NA,NA,NA,Tes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent1,NA,NA,NA,Tet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent2,NA,NA,NA,tey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eogt,NA,NA,NA,Tfb4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epac,NA,NA,NA,tfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epg5,NA,NA,NA,TfIIA-S-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eps-15,NA,NA,NA,TfIIEbeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epsilonCOP,NA,NA,NA,Tgs1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epsilonTry,NA,NA,NA,Thiolase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ercc1,NA,NA,NA,Thor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eRF1,NA,NA,NA,thr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erk7,NA,NA,NA,thw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erm,NA,NA,NA,Tif-IA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERp60,NA,NA,NA,Tig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Es2,NA,NA,NA,tilB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esg,NA,NA,NA,tim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esn,NA,NA,NA,Tim10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Est-6,NA,NA,NA,Tim17a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Est-P,NA,NA,NA,Tim17b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
etaTry,NA,NA,NA,Tim23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etf-QO,NA,NA,NA,tinc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETHR,NA,NA,NA,tio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etl1,NA,NA,NA,tj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ets65A,NA,NA,NA,tko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ets97D,NA,NA,NA,Tl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ets98B,NA,NA,NA,tll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euc,NA,NA,NA,TM4SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evi5,NA,NA,NA,TM9SF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ewg,NA,NA,NA,Tmhs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ex,NA,NA,NA,tn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exd,NA,NA,NA,to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exo84,NA,NA,NA,tobi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp,NA,NA,NA,Toll-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ext2,NA,NA,NA,Toll-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exu,NA,NA,NA,Tom20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eya,NA,NA,NA,Tom40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eys,NA,NA,NA,Tom7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f,NA,NA,NA,tomboy40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fa2h,NA,NA,NA,Top3alpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faa,NA,NA,NA,Top3beta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fab1,NA,NA,NA,tor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
faf,NA,NA,NA,tos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faf2,NA,NA,NA,toy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fak,NA,NA,NA,Tpi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fal,NA,NA,NA,TpnC25D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM21,NA,NA,NA,TpnC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FANCI,NA,NA,NA,TpnC41C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fancm,NA,NA,NA,TppII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fas1,NA,NA,NA,Tps1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fas2,NA,NA,NA,tra2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fas3,NA,NA,NA,Traf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FASN1,NA,NA,NA,TRAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fat-spondin,NA,NA,NA,Trap1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fatp,NA,NA,NA,Trc8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fbl,NA,NA,NA,Treh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fbl6,NA,NA,NA,Tret1-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fbp,NA,NA,NA,Trim9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fbp2,NA,NA,NA,TrissinR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fbw5,NA,NA,NA,trol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fbxl4,NA,NA,NA,trp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fcp1,NA,NA,NA,Trp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fcp3C,NA,NA,NA,Trs23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd59A,NA,NA,NA,Ts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd64A,NA,NA,NA,Tsf3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd96Ca,NA,NA,NA,tsg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd96Cb,NA,NA,NA,tsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fdl,NA,NA,NA,Tsp26A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fdx2,NA,NA,NA,Tsp2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FeCH,NA,NA,NA,Tsp33B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fem-1,NA,NA,NA,Tsp3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Femcoat,NA,NA,NA,Tsp42A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fend,NA,NA,NA,Tsp42Eb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fer1HCH,NA,NA,NA,Tsp42Ed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fer2LCH,NA,NA,NA,Tsp42Ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fer3HCH,NA,NA,NA,Tsp42Ef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fest,NA,NA,NA,Tsp42Eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fgop2,NA,NA,NA,Tsp42Ej,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fh,NA,NA,NA,Tsp42Ek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fib,NA,NA,NA,Tsp42El,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fibp,NA,NA,NA,Tsp42Eo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fic,NA,NA,NA,Tsp42Ep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fidipidine,NA,NA,NA,Tsp42Er,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fie,NA,NA,NA,Tsp47F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIG4,NA,NA,NA,Tsp66A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fim,NA,NA,NA,tsr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fip1,NA,NA,NA,Ttd14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fis1,NA,NA,NA,TTLL3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fit,NA,NA,NA,ttm2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fit1,NA,NA,NA,ttm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FK506-bp2,NA,NA,NA,tum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fkbp14,NA,NA,NA,tup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FKBP59,NA,NA,NA,tutl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fkh,NA,NA,NA,tw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fl(2)d,NA,NA,NA,Twdlalpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLASH,NA,NA,NA,TwdlD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fln,NA,NA,NA,TwdlE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flo1,NA,NA,NA,TwdlF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flo2,NA,NA,NA,TwdlG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fmo-2,NA,NA,NA,TwdlP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FMRFa,NA,NA,NA,TwdlR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fnta,NA,NA,NA,TwdlW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fog,NA,NA,NA,TwdlX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fok,NA,NA,NA,twe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fon,NA,NA,NA,twr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
for,NA,NA,NA,twz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
form3,NA,NA,NA,Txl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fpps,NA,NA,NA,tyf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fra,NA,NA,NA,tyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fray,NA,NA,NA,TyrR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRG1,NA,NA,NA,TyrRS-m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frj,NA,NA,NA,tzn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fru,NA,NA,NA,U26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(1)h,NA,NA,NA,U2af38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(1)K10,NA,NA,NA,U2af50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(1)M3,NA,NA,NA,U3-55K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(1)N,NA,NA,NA,Ubc84D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(1)Ya,NA,NA,NA,UbcE2H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fs(2)ltoPP43,NA,NA,NA,Ucp4C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fsd,NA,NA,NA,Ufl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ft,NA,NA,NA,Ugt37b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ftz,NA,NA,NA,uif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ftz-f1,NA,NA,NA,unc-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fu12,NA,NA,NA,Unc-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fu2,NA,NA,NA,unc80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FucT6,NA,NA,NA,unpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FucTB,NA,NA,NA,UQCR-11L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FucTD,NA,NA,NA,UQCR-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fur1,NA,NA,NA,UQCR-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fur2,NA,NA,NA,uri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fus,NA,NA,NA,Uro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fusl,NA,NA,NA,Usp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fwd,NA,NA,NA,Usp10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fws,NA,NA,NA,Usp14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fy,NA,NA,NA,Usp20-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fz2,NA,NA,NA,Usp32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fz3,NA,NA,NA,Usp8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fz4,NA,NA,NA,Utx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fzy,NA,NA,NA,Uvrag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,NA,NA,NA,Vago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G6P,NA,NA,NA,ValRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G9a,NA,NA,NA,Vamp7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAA1,NA,NA,NA,vap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GABA-B-R3,NA,NA,NA,Vdup1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabat,NA,NA,NA,veil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GABPI,NA,NA,NA,veli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gad1,NA,NA,NA,vg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadd45,NA,NA,NA,Vha100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gale,NA,NA,NA,Vha14-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galectin,NA,NA,NA,Vha16-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galla-1,NA,NA,NA,Vha16-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GalNAc-T1,NA,NA,NA,Vha36-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galphai,NA,NA,NA,Vha44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galphao,NA,NA,NA,Vha68-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galphaq,NA,NA,NA,VhaM9.7-c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galphas,NA,NA,NA,VhaM9.7-d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galt,NA,NA,NA,Vhl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GalT1,NA,NA,NA,vig2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gammaCOP,NA,NA,NA,vito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
